Date,Country,Continent,Population,Weekly_New_Cases,Weekly_New_Deaths,Cumulative_Cases,Cumulative_Deaths,Cases_Per_Million,Deaths_Per_Million,Case_Fatality_Rate_Pct,Vaccinated_Pct,Recovery_Rate_Pct
2023-01-15,United Kingdom,Europe,67000000,11360,249,1375953,22717,20536.61,339.06,1.651,92.0,98.35
2023-01-22,United Kingdom,Europe,67000000,11542,282,1387495,22999,20708.88,343.27,1.658,92.0,98.34
2023-01-29,United Kingdom,Europe,67000000,7389,152,1394884,23151,20819.16,345.54,1.66,92.0,98.34
2023-02-05,United Kingdom,Europe,67000000,12117,196,1407001,23347,21000.01,348.46,1.659,92.0,98.34
2023-02-12,United Kingdom,Europe,67000000,10369,139,1417370,23486,21154.78,350.54,1.657,92.0,98.34
2023-02-19,United Kingdom,Europe,67000000,11437,219,1428807,23705,21325.48,353.81,1.659,92.0,98.34
2023-02-26,United Kingdom,Europe,67000000,9574,91,1438381,23796,21468.37,355.16,1.654,92.0,98.35
2023-03-05,United Kingdom,Europe,67000000,9931,114,1448312,23910,21616.6,356.87,1.651,92.0,98.35
2023-03-12,United Kingdom,Europe,67000000,10289,141,1458601,24051,21770.16,358.97,1.649,92.0,98.35
2023-03-19,United Kingdom,Europe,67000000,9620,95,1468221,24146,21913.75,360.39,1.645,92.0,98.36
2023-03-26,United Kingdom,Europe,67000000,9505,221,1477726,24367,22055.61,363.69,1.649,92.0,98.35
2023-04-02,United Kingdom,Europe,67000000,6217,76,1483943,24443,22148.4,364.82,1.647,92.0,98.35
2023-04-09,United Kingdom,Europe,67000000,8141,137,1492084,24580,22269.91,366.87,1.647,92.0,98.35
2023-04-16,United Kingdom,Europe,67000000,4796,45,1496880,24625,22341.49,367.54,1.645,92.0,98.36
2023-04-23,United Kingdom,Europe,67000000,5570,130,1502450,24755,22424.63,369.48,1.648,92.0,98.35
2023-04-30,United Kingdom,Europe,67000000,4434,81,1506884,24836,22490.81,370.69,1.648,92.0,98.35
2023-05-07,United Kingdom,Europe,67000000,5254,107,1512138,24943,22569.22,372.28,1.65,92.0,98.35
2023-05-14,United Kingdom,Europe,67000000,5535,68,1517673,25011,22651.84,373.3,1.648,92.0,98.35
2023-05-21,United Kingdom,Europe,67000000,4741,46,1522414,25057,22722.6,373.99,1.646,92.0,98.35
2023-05-28,United Kingdom,Europe,67000000,2593,50,1525007,25107,22761.3,374.73,1.646,92.0,98.35
2023-06-04,United Kingdom,Europe,67000000,3568,88,1528575,25195,22814.55,376.04,1.648,92.0,98.35
2023-06-11,United Kingdom,Europe,67000000,2362,32,1530937,25227,22849.81,376.52,1.648,92.0,98.35
2023-06-18,United Kingdom,Europe,67000000,2536,35,1533473,25262,22887.66,377.04,1.647,92.0,98.35
2023-06-25,United Kingdom,Europe,67000000,3409,50,1536882,25312,22938.54,377.79,1.647,92.0,98.35
2023-07-02,United Kingdom,Europe,67000000,3508,41,1540390,25353,22990.9,378.4,1.646,92.0,98.35
2023-07-09,United Kingdom,Europe,67000000,1984,46,1542374,25399,23020.51,379.09,1.647,92.0,98.35
2023-07-16,United Kingdom,Europe,67000000,3143,25,1545517,25424,23067.42,379.46,1.645,92.0,98.36
2023-07-23,United Kingdom,Europe,67000000,2270,32,1547787,25456,23101.3,379.94,1.645,92.0,98.36
2023-07-30,United Kingdom,Europe,67000000,2129,21,1549916,25477,23133.07,380.25,1.644,92.0,98.36
2023-08-06,United Kingdom,Europe,67000000,2538,40,1552454,25517,23170.96,380.85,1.644,92.0,98.36
2023-08-13,United Kingdom,Europe,67000000,1909,16,1554363,25533,23199.45,381.09,1.643,92.0,98.36
2023-08-20,United Kingdom,Europe,67000000,1695,33,1556058,25566,23224.75,381.58,1.643,92.0,98.36
2023-08-27,United Kingdom,Europe,67000000,3207,63,1559265,25629,23272.61,382.52,1.644,92.0,98.36
2023-09-03,United Kingdom,Europe,67000000,4096,76,1563361,25705,23333.75,383.66,1.644,92.0,98.36
2023-09-10,United Kingdom,Europe,67000000,3952,67,1567313,25772,23392.73,384.66,1.644,92.0,98.36
2023-09-17,United Kingdom,Europe,67000000,4032,47,1571345,25819,23452.91,385.36,1.643,92.0,98.36
2023-09-24,United Kingdom,Europe,67000000,3437,42,1574782,25861,23504.21,385.99,1.642,92.0,98.36
2023-10-01,United Kingdom,Europe,67000000,5318,68,1580100,25929,23583.58,387.0,1.641,92.0,98.36
2023-10-08,United Kingdom,Europe,67000000,4154,49,1584254,25978,23645.58,387.73,1.64,92.0,98.36
2023-10-15,United Kingdom,Europe,67000000,6395,58,1590649,26036,23741.03,388.6,1.637,92.0,98.36
2023-10-22,United Kingdom,Europe,67000000,7955,108,1598604,26144,23859.76,390.21,1.635,92.0,98.36
2023-10-29,United Kingdom,Europe,67000000,8957,167,1607561,26311,23993.45,392.7,1.637,92.0,98.36
2023-11-05,United Kingdom,Europe,67000000,8844,113,1616405,26424,24125.45,394.39,1.635,92.0,98.36
2023-11-12,United Kingdom,Europe,67000000,6685,143,1623090,26567,24225.22,396.52,1.637,92.0,98.36
2023-11-19,United Kingdom,Europe,67000000,8949,109,1632039,26676,24358.79,398.15,1.635,92.0,98.36
2023-11-26,United Kingdom,Europe,67000000,8500,174,1640539,26850,24485.66,400.75,1.637,92.0,98.36
2023-12-03,United Kingdom,Europe,67000000,6429,146,1646968,26996,24581.61,402.93,1.639,92.0,98.36
2023-12-10,United Kingdom,Europe,67000000,11837,99,1658805,27095,24758.28,404.4,1.633,92.0,98.37
2023-12-17,United Kingdom,Europe,67000000,7223,169,1666028,27264,24866.09,406.93,1.636,92.0,98.36
2023-12-24,United Kingdom,Europe,67000000,7800,107,1673828,27371,24982.51,408.52,1.635,92.0,98.36
2023-12-31,United Kingdom,Europe,67000000,8247,198,1682075,27569,25105.6,411.48,1.639,92.0,98.36
2020-01-05,Germany,Europe,83000000,34990,421,34990,421,421.57,5.07,1.203,0.0,98.8
2020-01-12,Germany,Europe,83000000,33450,326,68440,747,824.58,9.0,1.091,0.0,98.91
2020-01-19,Germany,Europe,83000000,32742,533,101182,1280,1219.06,15.42,1.265,0.0,98.73
2020-01-26,Germany,Europe,83000000,40513,978,141695,2258,1707.17,27.2,1.594,0.0,98.41
2020-02-02,Germany,Europe,83000000,41383,854,183078,3112,2205.76,37.49,1.7,0.0,98.3
2020-02-09,Germany,Europe,83000000,41041,770,224119,3882,2700.23,46.77,1.732,0.0,98.27
2020-02-16,Germany,Europe,83000000,31707,390,255826,4272,3082.24,51.47,1.67,0.0,98.33
2020-02-23,Germany,Europe,83000000,40777,653,296603,4925,3573.53,59.34,1.66,0.0,98.34
2020-03-01,Germany,Europe,83000000,33582,348,330185,5273,3978.13,63.53,1.597,0.0,98.4
2020-03-08,Germany,Europe,83000000,41412,1015,371597,6288,4477.07,75.76,1.692,0.0,98.31
2020-03-15,Germany,Europe,83000000,44399,719,415996,7007,5012.0,84.42,1.684,0.0,98.32
2020-03-22,Germany,Europe,83000000,41630,765,457626,7772,5513.57,93.64,1.698,0.0,98.3
2020-03-29,Germany,Europe,83000000,45468,523,503094,8295,6061.37,99.94,1.649,0.0,98.35
2020-04-05,Germany,Europe,83000000,54263,439,557357,8734,6715.14,105.23,1.567,0.0,98.43
2020-04-12,Germany,Europe,83000000,38767,454,596124,9188,7182.22,110.7,1.541,0.0,98.46
2020-04-19,Germany,Europe,83000000,40601,399,636725,9587,7671.39,115.51,1.506,0.0,98.49
2020-04-26,Germany,Europe,83000000,51813,1121,688538,10708,8295.64,129.01,1.555,0.0,98.44
2020-05-03,Germany,Europe,83000000,60922,1018,749460,11726,9029.64,141.28,1.565,0.0,98.44
2020-05-10,Germany,Europe,83000000,51993,1239,801453,12965,9656.06,156.2,1.618,0.0,98.38
2020-05-17,Germany,Europe,83000000,56484,535,857937,13500,10336.59,162.65,1.574,0.0,98.43
2020-05-24,Germany,Europe,83000000,65248,648,923185,14148,11122.71,170.46,1.533,0.0,98.47
2020-05-31,Germany,Europe,83000000,55907,929,979092,15077,11796.29,181.65,1.54,0.0,98.46
2020-06-07,Germany,Europe,83000000,76161,1248,1055253,16325,12713.89,196.69,1.547,0.0,98.45
2020-06-14,Germany,Europe,83000000,70265,1748,1125518,18073,13560.46,217.75,1.606,0.0,98.39
2020-06-21,Germany,Europe,83000000,49088,621,1174606,18694,14151.88,225.23,1.592,0.0,98.41
2020-06-28,Germany,Europe,83000000,59278,899,1233884,19593,14866.07,236.06,1.588,0.0,98.41
2020-07-05,Germany,Europe,83000000,60047,1406,1293931,20999,15589.53,253.0,1.623,0.0,98.38
2020-07-12,Germany,Europe,83000000,71633,1313,1365564,22312,16452.58,268.82,1.634,0.0,98.37
2020-07-19,Germany,Europe,83000000,56167,1235,1421731,23547,17129.29,283.7,1.656,0.0,98.34
2020-07-26,Germany,Europe,83000000,80524,1768,1502255,25315,18099.46,305.0,1.685,0.0,98.31
2020-08-02,Germany,Europe,83000000,44144,830,1546399,26145,18631.31,315.0,1.691,0.0,98.31
2020-08-09,Germany,Europe,83000000,45738,566,1592137,26711,19182.37,321.82,1.678,0.0,98.32
2020-08-16,Germany,Europe,83000000,45692,834,1637829,27545,19732.88,331.87,1.682,0.0,98.32
2020-08-23,Germany,Europe,83000000,68396,680,1706225,28225,20556.93,340.06,1.654,0.0,98.35
2020-08-30,Germany,Europe,83000000,56568,891,1762793,29116,21238.47,350.8,1.652,0.0,98.35
2020-09-06,Germany,Europe,83000000,55284,556,1818077,29672,21904.54,357.49,1.632,0.0,98.37
2020-09-13,Germany,Europe,83000000,56211,1167,1874288,30839,22581.78,371.55,1.645,0.0,98.36
2020-09-20,Germany,Europe,83000000,43122,403,1917410,31242,23101.33,376.41,1.629,0.0,98.37
2020-09-27,Germany,Europe,83000000,51988,1248,1969398,32490,23727.69,391.45,1.65,0.0,98.35
2020-10-04,Germany,Europe,83000000,61370,1199,2030768,33689,24467.08,405.89,1.659,0.0,98.34
2020-10-11,Germany,Europe,83000000,49909,902,2080677,34591,25068.4,416.76,1.662,0.0,98.34
2020-10-18,Germany,Europe,83000000,37426,704,2118103,35295,25519.31,425.24,1.666,0.0,98.33
2020-10-25,Germany,Europe,83000000,64273,1183,2182376,36478,26293.69,439.49,1.671,0.0,98.33
2020-11-01,Germany,Europe,83000000,61097,1240,2243473,37718,27029.8,454.43,1.681,0.0,98.32
2020-11-08,Germany,Europe,83000000,37245,869,2280718,38587,27478.53,464.9,1.692,0.0,98.31
2020-11-15,Germany,Europe,83000000,34371,586,2315089,39173,27892.64,471.96,1.692,0.0,98.31
2020-11-22,Germany,Europe,83000000,35029,287,2350118,39460,28314.67,475.42,1.679,0.0,98.32
2020-11-29,Germany,Europe,83000000,40682,529,2390800,39989,28804.82,481.8,1.673,0.0,98.33
2020-12-06,Germany,Europe,83000000,40334,718,2431134,40707,29290.77,490.45,1.674,0.0,98.33
2020-12-13,Germany,Europe,83000000,28034,282,2459168,40989,29628.53,493.84,1.667,0.0,98.33
2020-12-20,Germany,Europe,83000000,37743,522,2496911,41511,30083.27,500.13,1.662,0.0,98.34
2020-12-27,Germany,Europe,83000000,38965,743,2535876,42254,30552.72,509.08,1.666,0.0,98.33
2021-01-03,Germany,Europe,83000000,38624,763,2574500,43017,31018.07,518.28,1.671,0.0,98.33
2021-01-10,Germany,Europe,83000000,28423,552,2602923,43569,31360.52,524.93,1.674,0.0,98.33
2021-01-17,Germany,Europe,83000000,23621,311,2626544,43880,31645.11,528.67,1.671,0.0,98.33
2021-01-24,Germany,Europe,83000000,29198,455,2655742,44335,31996.89,534.16,1.669,0.0,98.33
2021-01-31,Germany,Europe,83000000,26440,581,2682182,44916,32315.45,541.16,1.675,0.0,98.33
2021-02-07,Germany,Europe,83000000,24205,570,2706387,45486,32607.07,548.02,1.681,0.0,98.32
2021-02-14,Germany,Europe,83000000,16680,223,2723067,45709,32808.04,550.71,1.679,0.0,98.32
2021-02-21,Germany,Europe,83000000,15577,222,2738644,45931,32995.71,553.39,1.677,0.0,98.32
2021-02-28,Germany,Europe,83000000,13010,260,2751654,46191,33152.46,556.52,1.679,0.0,98.32
2021-03-07,Germany,Europe,83000000,10762,154,2762416,46345,33282.12,558.37,1.678,0.26,98.32
2021-03-14,Germany,Europe,83000000,6765,70,2769181,46415,33363.63,559.22,1.676,0.95,98.32
2021-03-21,Germany,Europe,83000000,4542,48,2773723,46463,33418.35,559.8,1.675,1.68,98.33
2021-03-28,Germany,Europe,83000000,6230,117,2779953,46580,33493.41,561.2,1.676,2.81,98.32
2021-04-04,Germany,Europe,83000000,4788,71,2784741,46651,33551.1,562.06,1.675,4.19,98.33
2021-04-11,Germany,Europe,83000000,7909,144,2792650,46795,33646.39,563.8,1.676,5.61,98.32
2021-04-18,Germany,Europe,83000000,6512,161,2799162,46956,33724.84,565.73,1.678,7.08,98.32
2021-04-25,Germany,Europe,83000000,9566,99,2808728,47055,33840.1,566.93,1.675,8.58,98.33
2021-05-02,Germany,Europe,83000000,7995,132,2816723,47187,33936.42,568.52,1.675,10.35,98.33
2021-05-09,Germany,Europe,83000000,12743,110,2829466,47297,34089.95,569.84,1.672,11.57,98.33
2021-05-16,Germany,Europe,83000000,15112,162,2844578,47459,34272.02,571.8,1.668,12.79,98.33
2021-05-23,Germany,Europe,83000000,21541,340,2866119,47799,34531.55,575.89,1.668,14.16,98.33
2021-05-30,Germany,Europe,83000000,26166,260,2892285,48059,34846.81,579.02,1.662,15.93,98.34
2021-06-06,Germany,Europe,83000000,20864,482,2913149,48541,35098.18,584.83,1.666,17.5,98.33
2021-06-13,Germany,Europe,83000000,30884,763,2944033,49304,35470.28,594.02,1.675,18.87,98.33
2021-06-20,Germany,Europe,83000000,35881,524,2979914,49828,35902.58,600.34,1.672,20.3,98.33
2021-06-27,Germany,Europe,83000000,27426,471,3007340,50299,36233.01,606.01,1.673,21.59,98.33
2021-07-04,Germany,Europe,83000000,33542,577,3040882,50876,36637.13,612.96,1.673,23.25,98.33
2021-07-11,Germany,Europe,83000000,41519,643,3082401,51519,37137.36,620.71,1.671,24.63,98.33
2021-07-18,Germany,Europe,83000000,31335,354,3113736,51873,37514.89,624.98,1.666,25.87,98.33
2021-07-25,Germany,Europe,83000000,34934,439,3148670,52312,37935.78,630.27,1.661,27.65,98.34
2021-08-01,Germany,Europe,83000000,41863,582,3190533,52894,38440.16,637.28,1.658,29.19,98.34
2021-08-08,Germany,Europe,83000000,33115,514,3223648,53408,38839.13,643.47,1.657,30.77,98.34
2021-08-15,Germany,Europe,83000000,43692,647,3267340,54055,39365.54,651.27,1.654,32.57,98.35
2021-08-22,Germany,Europe,83000000,56030,1042,3323370,55097,40040.6,663.82,1.658,34.11,98.34
2021-08-29,Germany,Europe,83000000,50582,577,3373952,55674,40650.02,670.77,1.65,35.54,98.35
2021-09-05,Germany,Europe,83000000,35189,565,3409141,56239,41073.99,677.58,1.65,37.07,98.35
2021-09-12,Germany,Europe,83000000,41824,1020,3450965,57259,41577.89,689.87,1.659,38.82,98.34
2021-09-19,Germany,Europe,83000000,58093,991,3509058,58250,42277.81,701.81,1.66,40.54,98.34
2021-09-26,Germany,Europe,83000000,40815,875,3549873,59125,42769.55,712.35,1.666,41.81,98.33
2021-10-03,Germany,Europe,83000000,62957,798,3612830,59923,43528.07,721.96,1.659,43.54,98.34
2021-10-10,Germany,Europe,83000000,69006,726,3681836,60649,44359.47,730.71,1.647,45.02,98.35
2021-10-17,Germany,Europe,83000000,71343,1157,3753179,61806,45219.02,744.65,1.647,46.73,98.35
2021-10-24,Germany,Europe,83000000,59129,850,3812308,62656,45931.42,754.89,1.644,48.11,98.36
2021-10-31,Germany,Europe,83000000,46697,978,3859005,63634,46494.04,766.67,1.649,49.54,98.35
2021-11-07,Germany,Europe,83000000,57772,945,3916777,64579,47190.08,778.06,1.649,51.08,98.35
2021-11-14,Germany,Europe,83000000,70541,1740,3987318,66319,48039.98,799.02,1.663,52.53,98.34
2021-11-21,Germany,Europe,83000000,69656,1462,4056974,67781,48879.2,816.64,1.671,54.07,98.33
2021-11-28,Germany,Europe,83000000,74479,849,4131453,68630,49776.54,826.87,1.661,55.34,98.34
2021-12-05,Germany,Europe,83000000,71090,1099,4202543,69729,50633.05,840.11,1.659,57.05,98.34
2021-12-12,Germany,Europe,83000000,72537,657,4275080,70386,51506.99,848.02,1.646,58.78,98.35
2021-12-19,Germany,Europe,83000000,56831,947,4331911,71333,52191.7,859.43,1.647,60.35,98.35
2021-12-26,Germany,Europe,83000000,73474,611,4405385,71944,53076.93,866.8,1.633,61.84,98.37
2022-01-02,Germany,Europe,83000000,64826,1315,4470211,73259,53857.96,882.64,1.639,63.45,98.36
2022-01-09,Germany,Europe,83000000,45218,591,4515429,73850,54402.76,889.76,1.636,64.87,98.36
2022-01-16,Germany,Europe,83000000,67988,866,4583417,74716,55221.89,900.19,1.63,66.2,98.37
2022-01-23,Germany,Europe,83000000,72591,591,4656008,75307,56096.48,907.31,1.617,67.99,98.38
2022-01-30,Germany,Europe,83000000,62314,1376,4718322,76683,56847.25,923.89,1.625,69.37,98.38
2022-02-06,Germany,Europe,83000000,39416,809,4757738,77492,57322.14,933.64,1.629,71.07,98.37
2022-02-13,Germany,Europe,83000000,62739,654,4820477,78146,58078.04,941.52,1.621,72.72,98.38
2022-02-20,Germany,Europe,83000000,62650,1202,4883127,79348,58832.86,956.0,1.625,74.38,98.38
2022-02-27,Germany,Europe,83000000,63978,1179,4947105,80527,59603.67,970.2,1.628,75.64,98.37
2022-03-06,Germany,Europe,83000000,51553,480,4998658,81007,60224.8,975.99,1.621,77.08,98.38
2022-03-13,Germany,Europe,83000000,47987,437,5046645,81444,60802.95,981.25,1.614,78.49,98.39
2022-03-20,Germany,Europe,83000000,38045,827,5084690,82271,61261.33,991.22,1.618,80.26,98.38
2022-03-27,Germany,Europe,83000000,35956,871,5120646,83142,61694.53,1001.71,1.624,81.77,98.38
2022-04-03,Germany,Europe,83000000,41385,385,5162031,83527,62193.14,1006.35,1.618,83.27,98.38
2022-04-10,Germany,Europe,83000000,53721,1075,5215752,84602,62840.39,1019.3,1.622,84.5,98.38
2022-04-17,Germany,Europe,83000000,32879,488,5248631,85090,63236.52,1025.18,1.621,85.88,98.38
2022-04-24,Germany,Europe,83000000,35849,458,5284480,85548,63668.43,1030.7,1.619,87.56,98.38
2022-05-01,Germany,Europe,83000000,51754,770,5336234,86318,64291.98,1039.98,1.618,89.31,98.38
2022-05-08,Germany,Europe,83000000,35320,568,5371554,86886,64717.52,1046.82,1.618,90.64,98.38
2022-05-15,Germany,Europe,83000000,41112,1013,5412666,87899,65212.84,1059.02,1.624,92.0,98.38
2022-05-22,Germany,Europe,83000000,33146,630,5445812,88529,65612.19,1066.61,1.626,92.0,98.37
2022-05-29,Germany,Europe,83000000,42575,704,5488387,89233,66125.14,1075.1,1.626,92.0,98.37
2022-06-05,Germany,Europe,83000000,35653,663,5524040,89896,66554.7,1083.08,1.627,92.0,98.37
2022-06-12,Germany,Europe,83000000,39368,476,5563408,90372,67029.01,1088.82,1.624,92.0,98.38
2022-06-19,Germany,Europe,83000000,44187,957,5607595,91329,67561.39,1100.35,1.629,92.0,98.37
2022-06-26,Germany,Europe,83000000,38994,406,5646589,91735,68031.19,1105.24,1.625,92.0,98.38
2022-07-03,Germany,Europe,83000000,34507,567,5681096,92302,68446.94,1112.07,1.625,92.0,98.38
2022-07-10,Germany,Europe,83000000,32313,604,5713409,92906,68836.25,1119.35,1.626,92.0,98.37
2022-07-17,Germany,Europe,83000000,49165,658,5762574,93564,69428.6,1127.28,1.624,92.0,98.38
2022-07-24,Germany,Europe,83000000,44396,390,5806970,93954,69963.49,1131.98,1.618,92.0,98.38
2022-07-31,Germany,Europe,83000000,50997,462,5857967,94416,70577.92,1137.54,1.612,92.0,98.39
2022-08-07,Germany,Europe,83000000,32703,398,5890670,94814,70971.93,1142.34,1.61,92.0,98.39
2022-08-14,Germany,Europe,83000000,42446,413,5933116,95227,71483.33,1147.31,1.605,92.0,98.39
2022-08-21,Germany,Europe,83000000,42057,938,5975173,96165,71990.04,1158.61,1.609,92.0,98.39
2022-08-28,Germany,Europe,83000000,58409,1352,6033582,97517,72693.76,1174.9,1.616,92.0,98.38
2022-09-04,Germany,Europe,83000000,63181,910,6096763,98427,73454.98,1185.87,1.614,92.0,98.39
2022-09-11,Germany,Europe,83000000,38855,764,6135618,99191,73923.11,1195.07,1.617,92.0,98.38
2022-09-18,Germany,Europe,83000000,48807,915,6184425,100106,74511.14,1206.1,1.619,92.0,98.38
2022-09-25,Germany,Europe,83000000,37257,403,6221682,100509,74960.02,1210.95,1.615,92.0,98.39
2022-10-02,Germany,Europe,83000000,58989,1440,6280671,101949,75670.73,1228.3,1.623,92.0,98.38
2022-10-09,Germany,Europe,83000000,68802,1372,6349473,103321,76499.67,1244.83,1.627,92.0,98.37
2022-10-16,Germany,Europe,83000000,41662,887,6391135,104208,77001.63,1255.52,1.631,92.0,98.37
2022-10-23,Germany,Europe,83000000,40037,565,6431172,104773,77484.0,1262.33,1.629,92.0,98.37
2022-10-30,Germany,Europe,83000000,55189,847,6486361,105620,78148.93,1272.53,1.628,92.0,98.37
2022-11-06,Germany,Europe,83000000,45665,651,6532026,106271,78699.11,1280.37,1.627,92.0,98.37
2022-11-13,Germany,Europe,83000000,40511,852,6572537,107123,79187.19,1290.64,1.63,92.0,98.37
2022-11-20,Germany,Europe,83000000,66048,1483,6638585,108606,79982.95,1308.51,1.636,92.0,98.36
2022-11-27,Germany,Europe,83000000,60424,968,6699009,109574,80710.95,1320.17,1.636,92.0,98.36
2022-12-04,Germany,Europe,83000000,45599,890,6744608,110464,81260.34,1330.89,1.638,92.0,98.36
2022-12-11,Germany,Europe,83000000,47929,494,6792537,110958,81837.8,1336.84,1.634,92.0,98.37
2022-12-18,Germany,Europe,83000000,61965,828,6854502,111786,82584.36,1346.82,1.631,92.0,98.37
2022-12-25,Germany,Europe,83000000,50293,1012,6904795,112798,83190.3,1359.01,1.634,92.0,98.37
2023-01-01,Germany,Europe,83000000,65453,843,6970248,113641,83978.89,1369.17,1.63,92.0,98.37
2023-01-08,Germany,Europe,83000000,38434,380,7008682,114021,84441.95,1373.75,1.627,92.0,98.37
2023-01-15,Germany,Europe,83000000,44291,983,7052973,115004,84975.58,1385.59,1.631,92.0,98.37
2023-01-22,Germany,Europe,83000000,46870,643,7099843,115647,85540.28,1393.34,1.629,92.0,98.37
2023-01-29,Germany,Europe,83000000,38349,576,7138192,116223,86002.31,1400.28,1.628,92.0,98.37
2023-02-05,Germany,Europe,83000000,45603,776,7183795,116999,86551.75,1409.63,1.629,92.0,98.37
2023-02-12,Germany,Europe,83000000,33294,529,7217089,117528,86952.88,1416.0,1.628,92.0,98.37
2023-02-19,Germany,Europe,83000000,46372,905,7263461,118433,87511.58,1426.9,1.631,92.0,98.37
2023-02-26,Germany,Europe,83000000,51751,1093,7315212,119526,88135.08,1440.07,1.634,92.0,98.37
